SortOrder,GRM,ValueType,Al_pct_ICP60,Ca_pct_ICP60,Fe_pct_ICP60,K_pct_ICP60,Mg_pct_ICP60,P_pct_ICP60,S_pct_ICP60,Si_pct_ICP60,Ti_pct_ICP60,Ag_ppm_ICP60,As_ppm_ICP60,B_ppm_ICP60,Ba_ppm_ICP60,Be_ppm_ICP60,Bi_ppm_ICP60,Cd_ppm_ICP60,Ce_ppm_ICP60,Co_ppm_ICP60,Cr_ppm_ICP60,Cs_ppm_ICP60,Cu_ppm_ICP60,Dy_ppm_ICP60,Er_ppm_ICP60,Eu_ppm_ICP60,Ga_ppm_ICP60,Gd_ppm_ICP60,Ge_ppm_ICP60,Hf_ppm_ICP60,Ho_ppm_ICP60,In_ppm_ICP60,La_ppm_ICP60,Li_ppm_ICP60,Lu_ppm_ICP60,Mn_ppm_ICP60,Mo_ppm_ICP60,Nb_ppm_ICP60,Nd_ppm_ICP60,Ni_ppm_ICP60,Pb_ppm_ICP60,Pr_ppm_ICP60,Rb_ppm_ICP60,Re_ppm_ICP60,Sb_ppm_ICP60,Sc_ppm_ICP60,Se_ppm_ICP60,Sm_ppm_ICP60,Sn_ppm_ICP60,Sr_ppm_ICP60,Ta_ppm_ICP60,Tb_ppm_ICP60,Te_ppm_ICP60,Th_ppm_ICP60,Tl_ppm_ICP60,Tm_ppm_ICP60,U_ppm_ICP60,V_ppm_ICP60,W_ppm_ICP60,Y_ppm_ICP60,Yb_ppm_ICP60,Zn_ppm_ICP60,Zr_ppm_ICP60,Al_pct_AR,Ca_pct_AR,Fe_pct_AR,K_pct_AR,Mg_pct_AR,Na_pct_AR,S_pct_AR,Ti_pct_AR,Ag_ppm_AR,As_ppm_AR,Au_ppm_AR,B_ppm_AR,Ba_ppm_AR,Be_ppm_AR,Bi_ppm_AR,Cd_ppm_AR,Ce_ppm_AR,Co_ppm_AR,Cr_ppm_AR,Cs_ppm_AR,Cu_ppm_AR,Ga_ppm_AR,Ge_ppm_AR,Hf_ppm_AR,Hg_ppm_AR,In_ppm_AR,La_ppm_AR,Li_ppm_AR,Mn_ppm_AR,Mo_ppm_AR,Nb_ppm_AR,Ni_ppm_AR,P_ppm_AR,Pb_ppm_AR,Rb_ppm_AR,Re_ppm_AR,Sb_ppm_AR,Sc_ppm_AR,Se_ppm_AR,Sn_ppm_AR,Sr_ppm_AR,Ta_ppm_AR,Te_ppm_AR,Th_ppm_AR,Tl_ppm_AR,U_ppm_AR,V_ppm_AR,W_ppm_AR,Y_ppm_AR,Zn_ppm_AR,Zr_ppm_AR,Au_ppb_FA,Pd_ppb_FA,Pt_ppb_FA,Al2O3_pct_WDX,BaO_pct_WDX,CaO_pct_WDX,Cr2O3_pct_WDX,Fe2O3_pct_WDX,K2O_pct_WDX,LOI_pct_WDX,MgO_pct_WDX,MnO_pct_WDX,Na2O_pct_WDX,P2O5_pct_WDX,SiO2_pct_WDX,SrO_pct_WDX,TiO2_pct_WDX,V2O5_pct_WDX,F_pct_ISE,S_pct_IR,C_pct_IR,CO2_pct_CARB,CRBNT_pct_CARB,Hg_ppm_CVAAS,Organic_C_pct_C,Al2O3_pct_ICP16,Ba_ppm_ICP16,CaO_pct_ICP16,Cr2O3_pct_ICP16,Fe2O3_pct_ICP16,K2O_pct_ICP16,MgO_pct_ICP16,MnO_pct_ICP16,Na2O_pct_ICP16,P2O5_pct_ICP16,SiO2_pct_ICP16,Sr_ppm_ICP16,TiO2_pct_ICP16,V2O5_pct_ICP16,Au_ppm_FA_ORE,Pd_ppm_FA_ORE,Pt_ppm_FA_ORE,Ag_ppm_ICP42C,As_ppm_ICP42C,Be_ppm_ICP42C,Bi_ppm_ICP42C,Cd_ppm_ICP42C,Co_ppm_ICP42C,Cu_ppm_ICP42C,Li_ppm_ICP42C,Mo_ppm_ICP42C,Na_ppm_ICP42C,Ni_ppm_ICP42C,P_ppm_ICP42C,Pb_ppm_ICP42C,Sb_ppm_ICP42C,Se_ppm_ICP42C,Sn_ppm_ICP42C,Tl_ppm_ICP42C,Y_ppm_ICP42C,Zn_ppm_ICP42C,Ce_ppm_ICPREE,Dy_ppm_ICPREE,Er_ppm_ICPREE,Eu_ppm_ICPREE,Gd_ppm_ICPREE,Ho_ppm_ICPREE,La_ppm_ICPREE,Lu_ppm_ICPREE,Nd_ppm_ICPREE,Pr_ppm_ICPREE,Sm_ppm_ICPREE,Tb_ppm_ICPREE,Th_ppm_ICPREE,Tm_ppm_ICPREE,U_ppm_ICPREE,Yb_ppm_ICPREE,Co_pct_WDXRFBM,Cu_pct_WDXRFBM,Fe_pct_WDXRFBM,Ni_pct_WDXRFBM,Pb_pct_WDXRFBM,Zn_pct_WDXRFBM,Au_ppb_PGE,Ir_ppb_PGE,Pd_ppb_PGE,Pt_ppb_PGE,Re_ppb_PGE,Rh_ppb_PGE,Ru_ppb_PGE,Ag_ppb_H2O,Al_ppb_H2O,As_ppb_H2O,Au_ppb_H2O,B_ppb_H2O,Ba_ppb_H2O,Be_ppb_H2O,Bi_ppb_H2O,Ca_ppb_H2O,Cd_ppb_H2O,Ce_ppb_H2O,Co_ppb_H2O,Cr_ppb_H2O,Cs_ppb_H2O,Cu_ppb_H2O,Dy_ppb_H2O,Er_ppb_H2O,Eu_ppb_H2O,Fe_ppb_H2O,Ga_ppb_H2O,Gd_ppb_H2O,Ge_ppb_H2O,Hf_ppb_H2O,Hg_ppb_H2O,Ho_ppb_H2O,In_ppb_H2O,K_ppb_H2O,La_ppb_H2O,Li_ppb_H2O,Lu_ppb_H2O,Mg_ppb_H2O,Mn_ppb_H2O,Mo_ppb_H2O,Na_ppb_H2O,Nb_ppb_H2O,Nd_ppb_H2O,Ni_ppb_H2O,P_ppb_H2O,Pb_ppb_H2O,Pr_ppb_H2O,Rb_ppb_H2O,Re_ppb_H2O,S_ppb_H2O,Sb_ppb_H2O,Sc_ppb_H2O,Se_ppb_H2O,Si_ppb_H2O,Sm_ppb_H2O,Sn_ppb_H2O,Sr_ppb_H2O,Ta_ppb_H2O,Tb_ppb_H2O,Te_ppb_H2O,Th_ppb_H2O,Ti_ppb_H2O,Tl_ppb_H2O,Tm_ppb_H2O,U_ppb_H2O,V_ppb_H2O,W_ppb_H2O,Y_ppb_H2O,Yb_ppb_H2O,Zn_ppb_H2O,Zr_ppb_H2O,Ag_ppb_ICPH2O,Al_ppb_ICPH2O,As_ppb_ICPH2O,Au_ppb_ICPH2O,B_ppb_ICPH2O,Ba_ppb_ICPH2O,Be_ppb_ICPH2O,Bi_ppb_ICPH2O,Ca_ppb_ICPH2O,Cd_ppb_ICPH2O,Ce_ppb_ICPH2O,Co_ppb_ICPH2O,Cr_ppb_ICPH2O,Cs_ppb_ICPH2O,Cu_ppb_ICPH2O,Dy_ppb_ICPH2O,Er_ppb_ICPH2O,Eu_ppb_ICPH2O,Fe_ppb_ICPH2O,Ga_ppb_ICPH2O,Gd_ppb_ICPH2O,Ge_ppb_ICPH2O,Hf_ppb_ICPH2O,Hg_ppb_ICPH2O,Ho_ppb_ICPH2O,In_ppb_ICPH2O,K_ppb_ICPH2O,La_ppb_ICPH2O,Li_ppb_ICPH2O,Lu_ppb_ICPH2O,Mg_ppb_ICPH2O,Mn_ppb_ICPH2O,Mo_ppb_ICPH2O,Na_ppb_ICPH2O,Nb_ppb_ICPH2O,Nd_ppb_ICPH2O,Ni_ppb_ICPH2O,P_ppb_ICPH2O,Pb_ppb_ICPH2O,Pr_ppb_ICPH2O,Rb_ppb_ICPH2O,Re_ppb_ICPH2O,S_ppb_ICPH2O,Sb_ppb_ICPH2O,Sc_ppb_ICPH2O,Se_ppb_ICPH2O,Si_ppb_ICPH2O,Sm_ppb_ICPH2O,Sn_ppb_ICPH2O,Sr_ppb_ICPH2O,Ta_ppb_ICPH2O,Tb_ppb_ICPH2O,Te_ppb_ICPH2O,Th_ppb_ICPH2O,Ti_ppb_ICPH2O,Tl_ppb_ICPH2O,Tm_ppb_ICPH2O,U_ppb_ICPH2O,V_ppb_ICPH2O,W_ppb_ICPH2O,Y_ppb_ICPH2O,Yb_ppb_ICPH2O,Zn_ppb_ICPH2O,Zr_ppb_ICPH2O,Al_pct_ICP61,Ca_pct_ICP61,Fe_pct_ICP61,K_pct_ICP61,Mg_pct_ICP61,P_pct_ICP61,S_pct_ICP61,Si_pct_ICP61,Ti_pct_ICP61,Ag_ppm_ICP61,As_ppm_ICP61,B_ppm_ICP61,Ba_ppm_ICP61,Be_ppm_ICP61,Bi_ppm_ICP61,Cd_ppm_ICP61,Ce_ppm_ICP61,Co_ppm_ICP61,Cr_ppm_ICP61,Cs_ppm_ICP61,Cu_ppm_ICP61,Dy_ppm_ICP61,Er_ppm_ICP61,Eu_ppm_ICP61,Ga_ppm_ICP61,Gd_ppm_ICP61,Ge_ppm_ICP61,Hf_ppm_ICP61,Ho_ppm_ICP61,In_ppm_ICP61,La_ppm_ICP61,Li_ppm_ICP61,Lu_ppm_ICP61,Mn_ppm_ICP61,Mo_ppm_ICP61,Nb_ppm_ICP61,Nd_ppm_ICP61,Ni_ppm_ICP61,Pb_ppm_ICP61,Pr_ppm_ICP61,Rb_ppm_ICP61,Re_ppm_ICP61,Sb_ppm_ICP61,Sc_ppm_ICP61,Se_ppm_ICP61,Sm_ppm_ICP61,Sn_ppm_ICP61,Sr_ppm_ICP61,Ta_ppm_ICP61,Tb_ppm_ICP61,Te_ppm_ICP61,Th_ppm_ICP61,Tl_ppm_ICP61,Tm_ppm_ICP61,U_ppm_ICP61,V_ppm_ICP61,W_ppm_ICP61,Y_ppm_ICP61,Yb_ppm_ICP61,Zn_ppm_ICP61,Zr_ppm_ICP61
66,ShBOQ-1,Mean,2.12,22.89,1.13,0.32,0.24,0.04,1.78,11.87,0.1,<1,15.53,24.44,73.79,<5,0.24,2.12,24.31,6.17,32.38,3.24,35.47,1.66,0.97,0.46,6.24,1.93,2,1,0.33,<0.2,13.28,25.94,0.15,93.74,48.24,5.68,11.06,84.91,6.68,2.95,16.89,0.14,3.22,8,5.85,2.07,1.13,1053.79,0.8,0.28,0.08,2.71,2.98,0.14,9.11,430.5,1,9.16,0.96,105.29,48.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,0.02,32.83,<0.01,1.61,0.31,31.76,0.41,0.01,0.05,0.1,25.31,0.12,0.17,0.08,,1.81,12.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,22.89,1.13,0.32,0.24,0.04,1.78,11.87,0.1,<1,15.53,24.44,73.79,<5,0.24,2.12,24.31,6.17,32.38,3.24,35.47,1.66,0.97,0.46,6.24,1.93,2,1,0.33,<0.2,13.28,25.94,0.15,93.74,48.24,5.68,11.06,84.91,6.68,2.95,16.89,0.14,3.22,8,5.85,2.07,1.13,1053.79,0.8,0.28,0.08,2.71,2.98,0.14,9.11,430.5,1,9.16,0.96,105.29,48.93
67,ShMAR-1,Preferred,8.11,1.22,6.63,3.25,1.19,0.04,4.89,23.14,0.35,<1,46.4,238,497,<5,0.49,0.4,66.3,43.3,96,9.78,177,5.22,3.11,1.21,23.1,5.57,2,4,1.08,<0.2,33.8,63.6,0.41,200,154,8.8,28.2,197,52.2,8.23,164,,4.6,17,6.3,5.55,2.1,87,0.8,0.83,<0.5,10.1,10.6,0.48,27,219,<1,26.7,3.24,55,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,0.06,1.66,0.01,9.5,3.83,15.7,2.05,0.03,0.34,0.09,50.4,<0.01,0.6,0.04,,5.84,,,,,,15.17,,1.66,0.01,9.5,3.83,2.05,0.03,0.34,0.09,50.42,,0.6,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.11,1.22,6.63,3.25,1.19,0.04,4.89,23.14,0.35,<1,46.4,238,497,<5,0.49,0.4,66.3,43.3,96,9.78,177,5.22,3.11,1.21,23.1,5.57,2,4,1.08,<0.2,33.8,63.6,0.41,200,154,8.8,28.2,197,52.2,8.23,164,,4.6,17,6.3,5.55,2.1,87,0.8,0.83,<0.5,10.1,10.6,0.48,27,219,<1,26.7,3.24,55,144
68,ShMAR-1,Mean,7.88,1.2,6.73,3.24,1.21,0.04,5.15,23.85,0.35,1,44.71,280.1,471.1,<5,0.45,0.24,66.13,39.66,92.71,9.29,177.76,5.1,3.1,1.27,22.19,5.52,2,4,1.04,<0.2,34.49,67.33,0.45,211.67,150.52,9.95,31.41,197.48,53.57,8.23,156.71,0.08,4.39,16.62,5.86,6.13,2.43,85.57,0.68,0.83,<0.5,9.84,9.77,0.45,25.86,228.05,1.57,26.48,2.97,57.76,130.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.15,0.06,1.67,0.01,9.48,3.82,16,2.05,0.03,0.35,0.08,49.9,0.01,0.59,0.04,,5.45,,,,,,14.37,,2.82,0.01,7.25,3.03,2.44,0.04,0.68,0.15,55.17,,0.57,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.88,1.2,6.73,3.24,1.21,0.04,5.15,23.85,0.35,1,44.71,280.1,471.1,<5,0.45,0.24,66.13,39.66,92.71,9.29,177.76,5.1,3.1,1.27,22.19,5.52,2,4,1.04,<0.2,34.49,67.33,0.45,211.67,150.52,9.95,31.41,197.48,53.57,8.23,156.71,0.08,4.39,16.62,5.86,6.13,2.43,85.57,0.68,0.83,<0.5,9.84,9.77,0.45,25.86,228.05,1.57,26.48,2.97,57.76,130.33
69,ShMCO-1,Preferred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.09,,2.38,0.01,5.41,2.03,1.57,0.01,0.86,0.23,52.9,,0.56,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,ShMCO-1,Mean,7.35,1.73,3.73,1.75,0.94,0.1,2.66,24.46,0.33,1,14,99.55,287.73,<5,0.54,1.47,72.76,12.18,60,8.05,39.91,5.02,2.87,1.28,17.73,5.82,1,5,1,<0.2,36.03,58.55,0.43,118.36,29.64,16.18,33.19,55.36,24.36,8.75,97.51,0.04,0.95,10,3.55,6.32,1.91,139.27,1.23,0.86,0.11,13.79,2.22,0.42,7.85,160.45,1.91,27.29,2.83,141.73,169.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.04,2.37,0.01,5.59,2.02,19.4,1.56,0.01,0.85,0.23,52.59,0.02,0.56,0.03,,2.59,3.09,,,,,13.73,,2.46,<0.01,5.38,2.16,1.59,0.01,0.87,0.23,51.62,,0.55,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,1.73,3.73,1.75,0.94,0.1,2.66,24.46,0.33,1,14,99.55,287.73,<5,0.54,1.47,72.76,12.18,60,8.05,39.91,5.02,2.87,1.28,17.73,5.82,1,5,1,<0.2,36.03,58.55,0.43,118.36,29.64,16.18,33.19,55.36,24.36,8.75,97.51,0.04,0.95,10,3.55,6.32,1.91,139.27,1.23,0.86,0.11,13.79,2.22,0.42,7.85,160.45,1.91,27.29,2.83,141.73,169.45
71,ShWFD-1,Preferred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,ShWFD-1,Mean,2.05,0.45,1.05,0.75,0.25,0.18,1.2,>30,0.11,<1,27.66,66,1052,<5,0.15,8.2,19.75,3.4,44,3.55,58.5,2.55,1.47,0.56,5.5,2.77,2,1,0.52,<0.2,13.35,15.52,0.26,35,116,3.5,12.9,80.5,12,3.33,44.85,,24.25,<5,14.8,2.6,1.5,146,<0.5,0.42,<1,2.85,3.2,0.24,32.2,1506.5,<1,18.6,1.35,326,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84,0.13,1.02,<0.01,1.45,0.84,14.4,0.69,0.01,0.07,0.41,77.55,0.02,0.19,0.28,0.07,1.13,8.13,0.2,0.05,0.24,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.45,1.05,0.75,0.25,0.18,1.2,>30,0.11,<1,27.66,66,1052,<5,0.15,8.2,19.75,3.4,44,3.55,58.5,2.55,1.47,0.56,5.5,2.77,2,1,0.52,<0.2,13.35,15.52,0.26,35,116,3.5,12.9,80.5,12,3.33,44.85,,24.25,<5,14.8,2.6,1.5,146,<0.5,0.42,<1,2.85,3.2,0.24,32.2,1506.5,<1,18.6,1.35,326,45.2
73,SONE-1,Preferred,6.5,0.67,2.93,2.03,0.65,0.06,0.02,31.68,0.41,<1,10.5,52,699,<5,0.27,0.44,73.8,11.5,70,4.2,23,5.26,3.39,1.26,13.9,5.87,2,11,1.09,<0.2,38.3,26.8,0.49,542,<2,14.4,32.8,30.6,24.1,8.63,93,,1.4,9,0.5,6.32,1.9,125,1,0.93,,11.6,0.7,0.48,3.55,108,2,30.6,3.27,81,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,0.08,0.94,<0.01,4.19,2.44,9.51,1.07,0.07,1.08,0.13,67.8,0.01,0.68,0.02,,,1.85,0.03,0.01,0.03,,12.29,,0.94,<0.01,4.19,2.44,1.07,0.07,1.08,0.001,67.77,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,0.67,2.93,2.03,0.65,0.06,0.02,31.68,0.41,<1,10.5,52,699,<5,0.27,0.44,73.8,11.5,70,4.2,23,5.26,3.39,1.26,13.9,5.87,2,11,1.09,<0.2,38.3,26.8,0.49,542,<2,14.4,32.8,30.6,24.1,8.63,93,,1.4,9,0.5,6.32,1.9,125,1,0.93,,11.6,0.7,0.48,3.55,108,2,30.6,3.27,81,400
74,SONE-1,Mean,6.27,0.65,2.84,1.94,0.6,0.05,0.02,>30,0.39,<1,<30,52,725,<5,0.29,0.47,76.3,12.4,69,4.61,22.8,5.34,3.25,1.26,15.1,5.75,1.7,11.43,1.09,0.3,38.5,29.3,0.53,613,<2,14.8,33.5,33,23.4,9.01,94,<0.02,1.6,8.4,<1,6.36,2.1,134,1,0.89,<0.5,12.5,0.7,0.51,3.73,105,1.8,31.5,3.36,80,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,0.09,0.89,<0.01,4.2,2.31,9.92,1.07,0.08,1.02,0.12,67.8,<0.01,0.68,0.02,,,1.85,<0.05,0.01,0.03,,11.64,,0.88,0.01,4.06,2.24,1.01,0.08,0.98,0.002,66.73,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.27,0.65,2.84,1.94,0.6,0.05,0.02,>30,0.39,<1,<30,52,725,<5,0.29,0.47,76.3,12.4,69,4.61,22.8,5.34,3.25,1.26,15.1,5.75,1.7,11.43,1.09,0.3,38.5,29.3,0.53,613,<2,14.8,33.5,33,23.4,9.01,94,<0.02,1.6,8.4,<1,6.36,2.1,134,1,0.89,<0.5,12.5,0.7,0.51,3.73,105,1.8,31.5,3.36,80,419
75,SRM 2709,Preferred,7.5,1.89,3.5,2.03,1.51,0.06,0.09,29.66,0.34,0.41,17.7,,968,,,0.38,42,13.4,130,5.3,34.6,3.5,,0.9,14,,,3.7,0.54,,23,,,538,2,,19,88,18.9,,96,,7.9,12,1.6,3.8,,231,,,<0.5,11,0.74,,3,112,2,18,1.6,106,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,0.11,2.64,0.02,5,2.45,,2.5,0.07,1.56,0.14,63.5,0.03,0.57,0.02,,0.09,1.2,0.95,0.26,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,1.89,3.5,2.03,1.51,0.06,0.09,29.66,0.34,0.41,17.7,,968,,,0.38,42,13.4,130,5.3,34.6,3.5,,0.9,14,,,3.7,0.54,,23,,,538,2,,19,88,18.9,,96,,7.9,12,1.6,3.8,,231,,,<0.5,11,0.74,,3,112,2,18,1.6,106,160
76,SRM 2709,Mean,7.16,1.88,3.36,2.07,1.43,0.06,0.06,29.7,0.32,<1,<30,70.5,924.36,6,0.32,0.4,42.66,12.87,127.64,5.43,33.36,2.94,1.75,0.79,16,3.21,1.91,3.91,0.59,<0.2,21.65,54.36,0.29,551,3,8.55,18.42,79.45,18.36,4.85,91.84,,6.86,10.82,<5,3.53,1.67,229.45,0.67,0.5,<0.5,10.52,0.68,0.27,3.19,107.55,2.91,16.86,1.75,96.18,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,0.1,2.65,0.02,4.94,2.37,9.55,2.52,0.07,1.53,0.14,61.3,0.02,0.55,0.02,,0.1,1.06,0.93,0.26,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16,1.88,3.36,2.07,1.43,0.06,0.06,29.7,0.32,<1,<30,70.5,924.36,6,0.32,0.4,42.66,12.87,127.64,5.43,33.36,2.94,1.75,0.79,16,3.21,1.91,3.91,0.59,<0.2,21.65,54.36,0.29,551,3,8.55,18.42,79.45,18.36,4.85,91.84,,6.86,10.82,<5,3.53,1.67,229.45,0.67,0.5,<0.5,10.52,0.68,0.27,3.19,107.55,2.91,16.86,1.75,96.18,139
77,SRM 2710,Preferred,6.44,1.25,3.38,2.11,1.01,0.11,0.24,28.97,0.28,35.3,626,,707,,,,57,10,,107,2950,5.4,,1,34,,,3.2,0.6,5.1,34,,,,,,,14.3,5532,,120,,38.4,8.7,,7.8,,330,,,,13,1.3,,25,76.6,93,23,1.3,6952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17,0.08,1.75,0.01,4.83,2.54,,1.46,1.32,1.54,0.24,61.98,0.04,0.47,0.01,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.44,1.25,3.38,2.11,1.01,0.11,0.24,28.97,0.28,35.3,626,,707,,,,57,10,,107,2950,5.4,,1,34,,,3.2,0.6,5.1,34,,,,,,,14.3,5532,,120,,38.4,8.7,,7.8,,330,,,,13,1.3,,25,76.6,93,23,1.3,6952,
